"name,","online_order,","book_table,","rate,","votes,","phone,","location,","rest_type,","dish_liked,","cuisines,","approx_cost,","listed_in_type,","listed_in_city,","price_segment,",rating_category
Upahara Bhavan,Yes,No,3.8,55,"+91 8746969469
080 40972565",Bannerghatta Road,Quick Bites,"Masala Dosa, Idli, Coffee, Vada, Set Dosa","South Indian, North Indian, Chinese",300,Delivery,Bannerghatta Road,Low,Average
Shuddh Desi Khana,Yes,No,4,597,080 49653152,Bannerghatta Road,Quick Bites,"Paratha, Chicken Kebab, Biryani, Lassi, Butter Chicken, Veg Kolhapuri, Pahari Chicken",North Indian,400,Delivery,Bannerghatta Road,Low,Excellent
Sankranthi Veg Restaurant,Yes,No,3,102,+91 8095275614,BTM,Casual Dining,"Tea, Vada Sambar, Masala Dosa","South Indian, North Indian, Chinese",600,Delivery,Bannerghatta Road,Medium,Average
Aramane Donne Biriyani,Yes,No,3.9,189,"+91 7411877401
+91 7829588445",BTM,Quick Bites,"Egg Biryani, Donne Biryani","Biryani, Fast Food",300,Delivery,Bannerghatta Road,Low,Average
Cafe Potpourri,Yes,No,3.7,131,"+91 8884553680
+91 7026274274",JP Nagar,Cafe,"Poha, Coffee, Pav Bhaji, Masala Chai, Sattu Paratha, Sandwich","Cafe, Sandwich, North Indian, Beverages, Desserts",400,Delivery,Bannerghatta Road,Low,Average
Mani's Dum Biryani,Yes,No,4.2,373,+91 9606441698,JP Nagar,Casual Dining,"Paneer Biryani, Raita, Gulab Jamun, Vegetable Biryani, Dum Biryani, Chicken Boneless Biryani, Chicken Kebab Biryani","Biryani, Kebab",750,Delivery,Bannerghatta Road,Medium,Excellent
Amontron,Yes,No,3.9,435,+91 9742326196,BTM,Casual Dining,"Katla Kalia, Basanti Pulao, Biryani, Aloo Posto, Mutton Kosha, Ilish, Mutton Dak Bunglow",Bengali,650,Delivery,Bannerghatta Road,Medium,Average
Birinz,Yes,No,4.1,292,"+91 8197022223
+91 9141111222",BTM,Casual Dining,"Chicken Boneless Biryani, Hyderabadi Biryani, Egg Chilli, Tomato Soup, Mutton Biryani, Butter Chicken Biryani, Paneer Biryani","Biryani, Chinese, Mughlai, Fast Food, Kebab",700,Delivery,Bannerghatta Road,Medium,Excellent
Just Shawarma,Yes,No,3.6,137,+91 7676764422,Bannerghatta Road,Quick Bites,"Fries, Whole Meat Shawarma",Arabian,300,Delivery,Bannerghatta Road,Low,Average
Hyderabadi Bawarchi,Yes,No,3.2,133,"+91 7829488222
+91 7829588222",Bannerghatta Road,Casual Dining,"Raita, Vegetable Biryani, Hyderabadi Biryani, Chicken Curry, Chicken Biryani","North Indian, Chinese, Biryani",500,Delivery,Bannerghatta Road,Medium,Average
Fish Chain,Yes,No,3.9,37,+91 7676564444,JP Nagar,"Takeaway, Delivery",Fish Curry,"Seafood, BBQ, Biryani",250,Delivery,Bannerghatta Road,Low,Average
Prasiddhi Food Corner,Yes,No,3.7,170,"+91 9448473299
+91 9900330039",JP Nagar,Quick Bites,Coffee,"Fast Food, North Indian, South Indian",200,Delivery,Bannerghatta Road,Low,Average
Hyderabad Biryaani House,Yes,No,3.6,794,"+91 9845699901
+91 9986438789",Bannerghatta Road,Casual Dining,"Hyderabadi Biryani, Chicken Biryani, Raita, Mutton Biryani, Vegetable Biryani, Butter Chicken, Basmati Rice","Biryani, North Indian, Chinese",550,Delivery,Bannerghatta Road,Medium,Average
Galito's,Yes,No,4.6,404,+91 8067922374,Bannerghatta Road,Casual Dining,"Chicken Grill, Garlic Bread, Mocktails, Burgers, Fries, Salads, Pudding","African, Burger",1000,Delivery,Bannerghatta Road,High,Excellent
Rajdhani Thali Restaurant,Yes,Yes,3.9,561,"080 67080088
080 67080099",Bannerghatta Road,Casual Dining,"Mango Lassi, Dhokla, Khichda, Kesaria Lassi, Rajdhani Thali, Rabri, Buttermilk",North Indian,900,Delivery,Bannerghatta Road,Medium,Average
PHEW (Play Hard Eat Wild),Yes,Yes,3.9,486,+91 9365075799,BTM,Cafe,"Noodles, Shawarma, Brownie, Chicken Nachos, Veg Platter, Manchurian, Onion Rings","Continental, Lebanese, Middle Eastern, North Indian, Chinese, BBQ, Cafe",700,Delivery,Bannerghatta Road,Medium,Average
Chicken County Grand,Yes,No,3.9,320,"080 26533377
080 26533378",Bannerghatta Road,Casual Dining,"Chicken Grill, Fish, Shawarma, Rolls, Tandoori Chicken, Hyderabadi Chicken, Chicken Roll","North Indian, Chinese",650,Delivery,Bannerghatta Road,Medium,Average
Roll Over,Yes,No,4.1,237,"+91 9901999868
+91 9986034959",JP Nagar,Dessert Parlor,"Rolls, Ice Cream Roll, Fries, Chocolate Icecreams, Banana Nutella, Chocolate Ball, Waffles","Desserts, Ice Cream, Beverages, Fast Food, Sandwich",500,Delivery,Bannerghatta Road,Medium,Excellent
Savoury - Sea Shell Restaurant,Yes,Yes,3.9,1227,"080 49994999
080 65555988",Bannerghatta Road,Casual Dining,"Shawarma, Biryani, Chicken Grill, Rolls, Tomato Soup, Haleem, Sea Food","Arabian, North Indian, Chinese, Seafood, Biryani, Rolls, Beverages",900,Delivery,Bannerghatta Road,Medium,Average
Firangi Bake,Yes,No,4,95,+91 7710090007,Bannerghatta Road,Delivery,Lasagne,"Mexican, Italian",600,Delivery,Bannerghatta Road,Medium,Excellent
Zaitoon,Yes,Yes,4.1,1538,"080 41477977
080 41488988",JP Nagar,Casual Dining,"Hummus Falafel, Gulab Jamun, Shawarma, Bbq Chicken, Mojito, Chicken Biryani, Manchow Soup","BBQ, Arabian, Chinese, North Indian, Desserts",1000,Delivery,Bannerghatta Road,High,Excellent
Kundana,Yes,No,3.7,110,080 49652729,Bannerghatta Road,Casual Dining,"Lemon Chicken, Chicken Dum Biryani, Mutton Biryani","Andhra, Biryani",800,Delivery,Bannerghatta Road,Medium,Average
The Shawarma Shop,Yes,No,4.1,381,+91 9343665007,BTM,Quick Bites,"Rumali Roti, Rumali Shawarma, Burgers, Shawarma Burger",Arabian,250,Delivery,Bannerghatta Road,Low,Excellent
Faasos,Yes,No,3.9,251,+91 7700020020,Bannerghatta Road,Delivery,"Rolls, Sabudana Vada, Veggie Wrap, Chicken Wrap, Dal Makhani, Paneer Wrap, Meat Balls","North Indian, Biryani, Fast Food",500,Delivery,Bannerghatta Road,Medium,Average
Punjabi Food Corner,Yes,No,3,353,"080 26850061
+91 9611826251",JP Nagar,Quick Bites,"Kheer, Lassi, Paratha, Amritsari Kulcha, Dal Makhani, Chole Bhature, Aloo Kulcha","North Indian, Chinese, Street Food",400,Delivery,Bannerghatta Road,Low,Average
Mealer.in,Yes,No,4,205,"080 48542046
+91 9513771133",JP Nagar,Delivery,"Rajma, Dal Makhani, Kadhi Chawal, Dal Tadka","North Indian, Biryani",450,Delivery,Bannerghatta Road,Low,Excellent
Pathaan Sir,Yes,No,3.9,183,080 42244044,BTM,Quick Bites,"Rolls, Momos, Paratha, Chicken Tikka Roll, Mutton Keema, Egg Roll","Fast Food, Rolls, Momos",250,Delivery,Bannerghatta Road,Low,Average
Cold Stone Creamery,Yes,No,3.9,99,080 67922488,Bannerghatta Road,Dessert Parlor,"Brownie, Chocolate Devotion, Icecream Cake, Cotton Candy Ice Cream, Coffee, Strawberry Smoothie","Ice Cream, Desserts",400,Delivery,Bannerghatta Road,Low,Average
Amritsari Kulcha Land,Yes,No,4.1,260,"+91 8884449474
+91 7986965273",JP Nagar,Quick Bites,"Lassi, Amritsari Kulcha, Punjabi Kulcha, Paneer Kulcha, Punjabi Chole, Aloo Kulcha, Paratha",North Indian,300,Delivery,Bannerghatta Road,Low,Excellent
Chokha Chowka,Yes,No,3.9,355,"+91 8045128659
+91 7204304000",BTM,Quick Bites,"Chaat, Samosa, Thali, Sweet Lassi, Biryani, Egg Roll, Masala Paneer","North Indian, Chinese",400,Delivery,Bannerghatta Road,Low,Average
Gorbandh,Yes,No,4.1,83,080 49652562,BTM,Quick Bites,"Aloo Paratha, Samosa, Kachori, Poha, Chaat","Fast Food, North Indian",400,Delivery,Bannerghatta Road,Low,Excellent
Grills & Rolls,Yes,No,2.5,321,080 26593949,JP Nagar,Quick Bites,"Shawarma, Chicken Grill, Tandoori Chicken, Butter Chicken, Rolls, Chicken Tikka, Grape Juice","North Indian, Chinese, Fast Food, Rolls, Juices",400,Delivery,Bannerghatta Road,Low,Poor
Bathinda Junction,Yes,No,3.9,362,+91 9740701619,BTM,Casual Dining,"Lassi, Shikanji, Dal Makhani, Makke Ki Roti, Butter Chicken, Paneer Punjabi, Chicken Curry",North Indian,600,Delivery,Bannerghatta Road,Medium,Average
Stories,Yes,Yes,4.2,2166,080 49653116,JP Nagar,"Pub, Casual Dining","Cocktails, Pizza, Fries, Pasta, Chicken Sizzler, Mocktails, Long Island Iced Tea","American, Chinese, Continental, North Indian",1200,Delivery,Bannerghatta Road,High,Excellent
Kanti Sweets,Yes,No,4,182,"080 22960634
080 41744131",JP Nagar,Sweet Shop,"Rasmalai, Pav Bhaji","Mithai, Street Food",400,Delivery,Bannerghatta Road,Low,Excellent
Seasons,Yes,Yes,3.8,500,"+91 7411898898
+91 7411798798",Bannerghatta Road,Casual Dining,"Biryani, Sea Food, Egg Masala, Barbeque Chicken, Fish Grill, Appam, Raita","North Indian, South Indian, Chinese, Seafood, Kerala, Arabian, Juices",1000,Delivery,Bannerghatta Road,High,Average
Chung Wah,Yes,No,4,532,"080 41215557
080 41215333",Bannerghatta Road,Casual Dining,"Chicken Chowmein, Chicken Manchow Soup, Clear Soup, Momos, Fried Noodles, Chop Suey, Spring Roll","Chinese, Thai, Momos, Vietnamese",800,Delivery,Bannerghatta Road,Medium,Excellent
Marwa Restaurant,Yes,Yes,3.5,551,080 49653014,Bannerghatta Road,Casual Dining,"Kalmi Kabab, Gulab Jamun, Chicken Grill, Shawarma Roll, Vegetarian, Barbeque Chicken, Dal Fry","North Indian, Chinese, Fast Food, BBQ",600,Delivery,Bannerghatta Road,Medium,Average
Shanghai Court,Yes,No,4.2,421,080 42086199,Bannerghatta Road,Casual Dining,"Chicken Manchow Soup, Hunan Chicken, Pad Thai, Singapore Noodles, Dragon Rolls, Momos, Thai Red Curry","Chinese, Thai",700,Delivery,Bannerghatta Road,Medium,Excellent
Bhojohori Manna,Yes,No,3.7,662,"+91 9916972666
080 26593666",JP Nagar,Casual Dining,"Fish, Kosha Mangsho, Mishti Doi, Aam Panna, Prawn, Nolen Gurer Ice Cream, Luchi","Bengali, Mughlai",650,Delivery,Bannerghatta Road,Medium,Average
Hunger Bee,Yes,No,3.8,54,"+91 7337613999
+91 7338032999",Bannerghatta Road,Quick Bites,"Chicken Curry, Chicken Biryani, Jeera Rice, Paneer Biryani, Ghee Rice, Roti, Aloo Matar","Biryani, North Indian, South Indian",500,Delivery,Bannerghatta Road,Medium,Average
Yum In My Tum,Yes,No,4.1,92,+91 9108084789,BTM,Quick Bites,"Momos, Manchow Soup, Pizza Sandwich, Spring Roll, Noodles, Fries, Fried Rice","Chinese, Continental, Fast Food, Healthy Food",300,Delivery,Bannerghatta Road,Low,Excellent
Biryani Miya,Yes,No,3.7,36,080 49652509,JP Nagar,Delivery,Chicken Biryani,"Biryani, North Indian",600,Delivery,Bannerghatta Road,Medium,Average
Chulha Chauki Da Dhaba,Yes,No,4.2,2350,"080 41204283
+91 7349738056",JP Nagar,Casual Dining,"Egg Chilli, Chilli Babycorn, Chicken Curry, Sweet Lassi, Palak Paneer, Chaach, Butter Chicken",North Indian,800,Delivery,Bannerghatta Road,Medium,Excellent
Dreamcatcher,Yes,No,3.9,49,"+91 7090470823
+91 7996623818",Bannerghatta Road,Cafe,"English Breakfast, Sandwiches",Cafe,600,Delivery,Bannerghatta Road,Medium,Average
Magix's Parattha Roll,Yes,No,3.7,184,080 49652620,BTM,Quick Bites,"Rolls, Chicken Roll, Tandoori Chicken, Biryani, Chicken Lollipop, Paratha, Chicken Grill","Fast Food, North Indian, Chinese, Mughlai, Rolls",400,Delivery,Bannerghatta Road,Low,Average
Elegant Dining,Yes,Yes,3.6,225,"+91 9900900063
+91 9916087820",Bannerghatta Road,Casual Dining,"Chicken Tikka, Chicken Biryani, Roti, Naan, Panneer Butter Masala","Biryani, North Indian, Chinese",700,Delivery,Bannerghatta Road,Medium,Average
Waffle Head,Yes,No,4,35,080 49653258,BTM,"Dessert Parlor, Beverage Shop","Marshmallow, Chocolate Waffles","Desserts, Beverages, Bakery, Ice Cream",300,Delivery,Bannerghatta Road,Low,Excellent
Basmati Delights,Yes,No,4,869,"080 65996599
+91 9141111222",BTM,Delivery,"Tandoori Chicken, Mutton Biryani, Andhra Biryani, Raita, Hyderabadi Dum Biryani, Chicken Boneless Biryani, Vegetable Biryani","Biryani, Chinese, Mughlai, Fast Food, Kebab",500,Delivery,Bannerghatta Road,Medium,Excellent
Samosa Singh,Yes,No,4,153,"+91 7349542202
+91 9148998212",JP Nagar,Quick Bites,"Samosa, Chicken Chettinad, Murgh Makhani","Street Food, Fast Food, Rolls, Desserts",200,Delivery,Bannerghatta Road,Low,Excellent
Cravings,Yes,No,3.7,139,+91 9986624240,Bannerghatta Road,Quick Bites,"Malai Kofta, Sandwiches, Aloo Paratha, Chole Bhature, Panneer Butter Masala, Kulcha, Poori Chole","North Indian, Chinese, Rolls",400,Delivery,Bannerghatta Road,Low,Average
Matka,Yes,No,3.7,181,+91 9513366655,Bannerghatta Road,Delivery,Biryani,"Biryani, North Indian",500,Delivery,Bannerghatta Road,Medium,Average
Punjabi Swag,Yes,No,3.9,669,"+91 9902920892
+91 9902820893",BTM,Casual Dining,"Lassi, Murgh Lababdar, Makke Ki Roti, Chaap, Butter Paneer, Butter Chicken, Patiala Paneer",North Indian,500,Delivery,Bannerghatta Road,Medium,Average
Taco Bell,Yes,No,3.7,168,"+91 8448797303
+91 8971535487",Bannerghatta Road,Quick Bites,"Tacos, Fries, Nachos, Burrito","Mexican, American, Fast Food",600,Delivery,Bannerghatta Road,Medium,Average
Mother's Rasoi,Yes,No,3.8,170,"+91 9008416337
+91 9741877160",Bannerghatta Road,Quick Bites,"Buttermilk, Dal Makhani, Boondi Raita, Baingan Bharta, Aloo Paratha, Roti, Thali","North Indian, Chinese, Momos",250,Delivery,Bannerghatta Road,Low,Average
Dosa Bazaar,Yes,No,4,112,"+91 8971331138
+91 9177782676",JP Nagar,Quick Bites,"Cheese Dosa, Tea, Pizza Dosa","Street Food, South Indian",200,Delivery,Bannerghatta Road,Low,Excellent
The Bong Palate,Yes,No,3.8,58,"+91 6363053927
+91 9886076868",BTM,Quick Bites,"Mutton Kosha, Basanti Pulao, Chicken Biryani","Bengali, North Indian, Chinese",300,Delivery,Bannerghatta Road,Low,Average
Upahara Darshini,Yes,No,4,167,+91 9845530078,Jayanagar,Quick Bites,"Vada, Coffee, Masala Dosa, Gulab Jamun, Roti, Idli, Tomato Soup","South Indian, North Indian, Chinese",400,Delivery,Bannerghatta Road,Low,Excellent
Bikaner Jn,Yes,No,3.9,85,+91 9163568669,JP Nagar,Quick Bites,"Thali, Dhokla, Samosa, Poha, Club Kachori, Paratha, Tea",Rajasthani,300,Delivery,Bannerghatta Road,Low,Average
Crunch Pizzas,Yes,No,2.6,473,"+91 9538258708
+91 8884908439",BTM,Quick Bites,"Pie, Thin Crust Pizza, Cheesy Pizza, Pepperoni Pizza, Paneer Pizza","Italian, Pizza",600,Delivery,Bannerghatta Road,Medium,Poor
Kakal-Kai Ruchi,Yes,No,3.7,217,+91 9448395832,JP Nagar,Casual Dining,"Masala Dosa, Babycorn Manchurian, Filter Coffee, Chaat, Dahipuri, Masala Papad, Raagi Dosa","North Indian, South Indian, Chinese",500,Delivery,Bannerghatta Road,Medium,Average
Calorie Express,Yes,No,3.6,192,+91 9663868626,BTM,Delivery,Chicken Sandwich,Healthy Food,450,Delivery,Bannerghatta Road,Low,Average
BANGALORE BOX,Yes,Yes,4.2,611,"+91 9901402636
+91 8049577779",BTM,"Casual Dining, Bar","Biryani, Chicken Bbq Wings, Mocktails, Sangria, Cocktails, Burgers, Pasta","Asian, Continental, Finger Food",1500,Delivery,Bannerghatta Road,High,Excellent
Ovenstory Pizza,Yes,No,4,166,18002700913,Bannerghatta Road,Delivery,Cheesy Pizza,Pizza,750,Delivery,Bannerghatta Road,Medium,Excellent
Slate Cafe,Yes,No,4.1,46,+91 8040923832,JP Nagar,Cafe,"Pasta, Sandwiches","Cafe, Sandwich, Burger",600,Delivery,Bannerghatta Road,Medium,Excellent
Chavadi,Yes,Yes,4.4,2233,080 49653031,Bannerghatta Road,"Casual Dining, Bar","Pizza, Cocktails, Saffron Rice, Pie, Sulemani Chai, Prawn Crackers, Waffles","Continental, North Indian, Pizza, Italian",1200,Delivery,Bannerghatta Road,High,Excellent
Nanna Munna Paratha House,Yes,No,4,107,"+91 8088120161
+91 9738720798",BTM,Quick Bites,"Paratha, Palak Paneer",North Indian,300,Delivery,Bannerghatta Road,Low,Excellent
Cucumber Town,Yes,No,4.2,306,"+91 8884566443
+91 8043365726",BTM,Delivery,"Appam, Chicken Biryani, Kuluki Sarbat, Panneer Butter Masala, Meen Pollichathu, Vellarikka Pattanam, Sea Food","Kerala, North Indian",600,Delivery,Bannerghatta Road,Medium,Excellent
Oye Amritsar,Yes,Yes,3.8,756,"080 49577007
+91 9945524705",JP Nagar,Casual Dining,"Lassi, Raita, Dal Makhani, Panneer Butter Masala, Jalebi, Biryani, Paneer Tikka",North Indian,1000,Delivery,Bannerghatta Road,High,Average
Brewsky,Yes,Yes,4.4,4309,"+91 9880438170
+91 9880661701",JP Nagar,Microbrewery,"Pork Chops, Craft Beer, Chicken Biryani, Chowmein, Drunken Chicken Wings, Cocktails, Mocktails","Continental, American",1600,Delivery,Bannerghatta Road,High,Excellent
Chefeana,Yes,No,4,212,+91 8050752925,Bannerghatta Road,Quick Bites,"Paratha, Chole Bhature, Lassi, Thali, Paneer Parantha",North Indian,400,Delivery,Bannerghatta Road,Low,Excellent
Bangaliana,Yes,No,2.9,153,080 26488095,Bannerghatta Road,Quick Bites,"Masala Prawn, Mutton Kosha, Thali, Mutton Curry, Luchi, Fish Cutlet, Bengali Pulao",Bengali,600,Delivery,Bannerghatta Road,Medium,Poor
Gud Dhani,Yes,No,4,827,080 50060017,BTM,Casual Dining,"Buttermilk, Jal-jeera, Churma, Palak Kofta, Lassi, Gulab Jamun, Dahi Bhindi",Rajasthani,500,Delivery,Bannerghatta Road,Medium,Excellent
McDonald's,Yes,No,4,256,080 66000666,Bannerghatta Road,Quick Bites,"Burgers, Mocha Frappe, French Fries, Maharaja Mac, Oreo Shake, Egg Wrap","Burger, Fast Food",500,Delivery,Bannerghatta Road,Medium,Excellent
WAFL,Yes,No,3.9,40,+91 8951725759,Bannerghatta Road,Food Court,Waffles,"Cafe, Fast Food, Desserts, Beverages",400,Delivery,Bannerghatta Road,Low,Average
Deejas Kitchen,Yes,No,3.9,73,+91 7259298695,Bannerghatta Road,"Takeaway, Delivery","Pothichoru, Roast Chicken, Fish Fry","South Indian, Kerala",400,Delivery,Bannerghatta Road,Low,Average
Pancuzzi,Yes,No,4.2,169,+91 9742737794,JP Nagar,Cafe,"Waffles, Burgers, Masala Fries, Crunchy Veg Burger, Tiramisu, Chocolate Pancakes, Oreo Shake","Cafe, Beverages, Desserts",600,Delivery,Bannerghatta Road,Medium,Excellent
Zhang's - Chinese Restaurant,Yes,No,4.1,586,"080 26595988
080 26596420",JP Nagar,Casual Dining,"Momos, Chilli Mushroom, Chop Suey, Sweet Corn Soup, Clear Soup, Hakka Noodles, Honey Chilli Potatoes","Chinese, Momos",700,Delivery,Bannerghatta Road,Medium,Excellent
